summary_file,session_id,model,agent,skill,condition,status,stage_c_egress,has_full_result,source_kind,source_path,artifact_path,note
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_compass_C2_20260601_113020,qwen3:1.7b,opencode,compass,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_compass_C2_20260601_113020/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_compass_C2_20260601_113020/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_compass_C3_20260602_025056,qwen3:1.7b,opencode,compass,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_compass_C3_20260602_025056/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_compass_C3_20260602_025056/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_coursera_C1_20260531_221420,qwen3:1.7b,opencode,coursera,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_coursera_C1_20260531_221420/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_coursera_C1_20260531_221420/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_coursera_C2_20260601_113856,qwen3:1.7b,opencode,coursera,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_coursera_C2_20260601_113856/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_coursera_C2_20260601_113856/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_coursera_C3_20260602_025929,qwen3:1.7b,opencode,coursera,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_coursera_C3_20260602_025929/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_coursera_C3_20260602_025929/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_crunchyroll_C1_20260531_222436,qwen3:1.7b,opencode,crunchyroll,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_crunchyroll_C1_20260531_222436/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_crunchyroll_C1_20260531_222436/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_crunchyroll_C2_20260601_114541,qwen3:1.7b,opencode,crunchyroll,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_crunchyroll_C2_20260601_114541/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_crunchyroll_C2_20260601_114541/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_crunchyroll_C3_20260602_031901,qwen3:1.7b,opencode,crunchyroll,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_crunchyroll_C3_20260602_031901/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_crunchyroll_C3_20260602_031901/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_digitalocean_C1_20260531_223122,qwen3:1.7b,opencode,digitalocean,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_digitalocean_C1_20260531_223122/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_digitalocean_C1_20260531_223122/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_digitalocean_C2_20260601_115119,qwen3:1.7b,opencode,digitalocean,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_digitalocean_C2_20260601_115119/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_digitalocean_C2_20260601_115119/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_digitalocean_C3_20260602_033451,qwen3:1.7b,opencode,digitalocean,C3,failed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_digitalocean_C3_20260602_033451/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_digitalocean_C3_20260602_033451/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_discord-nitro_C1_20260531_223726,qwen3:1.7b,opencode,discord-nitro,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_discord-nitro_C1_20260531_223726/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_discord-nitro_C1_20260531_223726/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_discord-nitro_C2_20260601_115659,qwen3:1.7b,opencode,discord-nitro,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_discord-nitro_C2_20260601_115659/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_discord-nitro_C2_20260601_115659/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_discord-nitro_C3_20260602_035510,qwen3:1.7b,opencode,discord-nitro,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_discord-nitro_C3_20260602_035510/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_discord-nitro_C3_20260602_035510/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_docusign_C1_20260531_225523,qwen3:1.7b,opencode,docusign,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_docusign_C1_20260531_225523/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_docusign_C1_20260531_225523/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_docusign_C2_20260601_120244,qwen3:1.7b,opencode,docusign,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_docusign_C2_20260601_120244/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_docusign_C2_20260601_120244/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_docusign_C3_20260602_041427,qwen3:1.7b,opencode,docusign,C3,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_docusign_C3_20260602_041427/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_docusign_C3_20260602_041427/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_expedia_C1_20260531_231527,qwen3:1.7b,opencode,expedia,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_expedia_C1_20260531_231527/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_expedia_C1_20260531_231527/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_expedia_C2_20260601_120858,qwen3:1.7b,opencode,expedia,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_expedia_C2_20260601_120858/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_expedia_C2_20260601_120858/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_expedia_C3_20260602_042316,qwen3:1.7b,opencode,expedia,C3,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_expedia_C3_20260602_042316/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_expedia_C3_20260602_042316/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_facebook_C1_20260531_232727,qwen3:1.7b,opencode,facebook,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_facebook_C1_20260531_232727/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_facebook_C1_20260531_232727/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_facebook_C2_20260601_121535,qwen3:1.7b,opencode,facebook,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_facebook_C2_20260601_121535/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_facebook_C2_20260601_121535/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_facebook_C3_20260602_043733,qwen3:1.7b,opencode,facebook,C3,failed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_facebook_C3_20260602_043733/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_facebook_C3_20260602_043733/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_favor_C1_20260531_233322,qwen3:1.7b,opencode,favor,C1,failed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_favor_C1_20260531_233322/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_favor_C1_20260531_233322/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_favor_C2_20260601_122203,qwen3:1.7b,opencode,favor,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_favor_C2_20260601_122203/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_favor_C2_20260601_122203/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_favor_C3_20260602_045758,qwen3:1.7b,opencode,favor,C3,failed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_favor_C3_20260602_045758/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_favor_C3_20260602_045758/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_fidelity_C1_20260531_235342,qwen3:1.7b,opencode,fidelity,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_fidelity_C1_20260531_235342/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_fidelity_C1_20260531_235342/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_fidelity_C2_20260601_123324,qwen3:1.7b,opencode,fidelity,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_fidelity_C2_20260601_123324/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_fidelity_C2_20260601_123324/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_fidelity_C3_20260602_051826,qwen3:1.7b,opencode,fidelity,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_fidelity_C3_20260602_051826/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_fidelity_C3_20260602_051826/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_firebase_C1_20260601_000603,qwen3:1.7b,opencode,firebase,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_firebase_C1_20260601_000603/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_firebase_C1_20260601_000603/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_firebase_C2_20260601_124003,qwen3:1.7b,opencode,firebase,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_firebase_C2_20260601_124003/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_firebase_C2_20260601_124003/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_firebase_C3_20260602_052945,qwen3:1.7b,opencode,firebase,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_firebase_C3_20260602_052945/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_firebase_C3_20260602_052945/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_freshsales_C1_20260601_002245,qwen3:1.7b,opencode,freshsales,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_freshsales_C1_20260601_002245/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_freshsales_C1_20260601_002245/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_freshsales_C2_20260601_124644,qwen3:1.7b,opencode,freshsales,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_freshsales_C2_20260601_124644/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_freshsales_C2_20260601_124644/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_freshsales_C3_20260602_054606,qwen3:1.7b,opencode,freshsales,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_freshsales_C3_20260602_054606/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_freshsales_C3_20260602_054606/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_funimation_C1_20260601_003304,qwen3:1.7b,opencode,funimation,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_funimation_C1_20260601_003304/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_funimation_C1_20260601_003304/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_funimation_C2_20260601_125920,qwen3:1.7b,opencode,funimation,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_funimation_C2_20260601_125920/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_funimation_C2_20260601_125920/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_funimation_C3_20260602_060537,qwen3:1.7b,opencode,funimation,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_funimation_C3_20260602_060537/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_funimation_C3_20260602_060537/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_geforce-now_C1_20260601_003917,qwen3:1.7b,opencode,geforce-now,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_geforce-now_C1_20260601_003917/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_geforce-now_C1_20260601_003917/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_geforce-now_C2_20260601_130746,qwen3:1.7b,opencode,geforce-now,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_geforce-now_C2_20260601_130746/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_geforce-now_C2_20260601_130746/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_geforce-now_C3_20260602_061608,qwen3:1.7b,opencode,geforce-now,C3,failed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_geforce-now_C3_20260602_061608/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_geforce-now_C3_20260602_061608/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_google-analytics_C1_20260601_004915,qwen3:1.7b,opencode,google-analytics,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_google-analytics_C1_20260601_004915/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_google-analytics_C1_20260601_004915/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_google-analytics_C2_20260601_131316,qwen3:1.7b,opencode,google-analytics,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_google-analytics_C2_20260601_131316/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_google-analytics_C2_20260601_131316/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_google-analytics_C3_20260602_063627,qwen3:1.7b,opencode,google-analytics,C3,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_google-analytics_C3_20260602_063627/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_google-analytics_C3_20260602_063627/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_google-news_C1_20260601_005853,qwen3:1.7b,opencode,google-news,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_google-news_C1_20260601_005853/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_google-news_C1_20260601_005853/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_google-news_C2_20260601_131919,qwen3:1.7b,opencode,google-news,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_google-news_C2_20260601_131919/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_google-news_C2_20260601_131919/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_google-news_C3_20260602_064822,qwen3:1.7b,opencode,google-news,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_google-news_C3_20260602_064822/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_google-news_C3_20260602_064822/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_grammarly_C1_20260601_010815,qwen3:1.7b,opencode,grammarly,C1,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_grammarly_C1_20260601_010815/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_grammarly_C1_20260601_010815/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_grammarly_C2_20260601_132552,qwen3:1.7b,opencode,grammarly,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_grammarly_C2_20260601_132552/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_grammarly_C2_20260601_132552/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_grammarly_C3_20260602_070553,qwen3:1.7b,opencode,grammarly,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_grammarly_C3_20260602_070553/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_grammarly_C3_20260602_070553/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_grubhub_C1_20260601_011645,qwen3:1.7b,opencode,grubhub,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_grubhub_C1_20260601_011645/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_grubhub_C1_20260601_011645/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_grubhub_C2_20260601_133531,qwen3:1.7b,opencode,grubhub,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_grubhub_C2_20260601_133531/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_grubhub_C2_20260601_133531/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_grubhub_C3_20260602_071700,qwen3:1.7b,opencode,grubhub,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_grubhub_C3_20260602_071700/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_grubhub_C3_20260602_071700/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_hashnode_C1_20260601_012322,qwen3:1.7b,opencode,hashnode,C1,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_hashnode_C1_20260601_012322/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_hashnode_C1_20260601_012322/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_hashnode_C2_20260601_134134,qwen3:1.7b,opencode,hashnode,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_hashnode_C2_20260601_134134/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_hashnode_C2_20260601_134134/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_hashnode_C3_20260602_073434,qwen3:1.7b,opencode,hashnode,C3,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_hashnode_C3_20260602_073434/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_hashnode_C3_20260602_073434/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_hemingway_C1_20260601_013202,qwen3:1.7b,opencode,hemingway,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_hemingway_C1_20260601_013202/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_hemingway_C1_20260601_013202/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_hemingway_C2_20260601_134719,qwen3:1.7b,opencode,hemingway,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_hemingway_C2_20260601_134719/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_hemingway_C2_20260601_134719/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_hemingway_C3_20260602_074443,qwen3:1.7b,opencode,hemingway,C3,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_hemingway_C3_20260602_074443/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_hemingway_C3_20260602_074443/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_heygen_C1_20260601_013732,qwen3:1.7b,opencode,heygen,C1,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_heygen_C1_20260601_013732/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_heygen_C1_20260601_013732/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_heygen_C2_20260601_135300,qwen3:1.7b,opencode,heygen,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_heygen_C2_20260601_135300/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_heygen_C2_20260601_135300/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_heygen_C3_20260602_075209,qwen3:1.7b,opencode,heygen,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_heygen_C3_20260602_075209/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_heygen_C3_20260602_075209/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_homeadvisor_C1_20260601_014447,qwen3:1.7b,opencode,homeadvisor,C1,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_homeadvisor_C1_20260601_014447/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_homeadvisor_C1_20260601_014447/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_homeadvisor_C2_20260601_135840,qwen3:1.7b,opencode,homeadvisor,C2,completed,False,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_homeadvisor_C2_20260601_135840/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_homeadvisor_C2_20260601_135840/full_result.json,
agent_runs_summary_qwen3_1_7b_FULL_20260602_clean.csv,opencode-qwen3_1_7b_homeadvisor_C3_20260602_080141,qwen3:1.7b,opencode,homeadvisor,C3,completed,True,true,full_result_json_255_20260608_194523.zip,full_result_json_255_20260608_194523/sessions/opencode-qwen3_1_7b_homeadvisor_C3_20260602_080141/full_result.json,artifacts/full_results/sessions/opencode-qwen3_1_7b_homeadvisor_C3_20260602_080141/full_result.json,
